FrameId	Name	Kegg	InChI	Smiles	Gibbs-0
CPD-8046	D-pinitol	C03844	InChI=1S/C7H14O6/c1-13-7-5(11)3(9)2(8)4(10)6(7)12/h2-12H,1H3/t2-,3-,4-,5-,6+,7+/m0/s1	COC1(C(C(C(C(C1O)O)O)O)O)	-61.514317
CPD-15587	6-deoxy-D-talose	C21058	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3+,4+,5+,6?/m1/s1	CC1(OC(O)C(O)C(O)C(O)1)	-58.79656
5-O-METHYL-MYO-INOSITOL	sequoyitol	C03365	InChI=1S/C7H14O6/c1-13-7-5(11)3(9)2(8)4(10)6(7)12/h2-12H,1H3/t2-,3+,4-,5-,6+,7+	COC1(C(O)C(O)C(O)C(O)C(O)1)	-61.514317
CPD-9056	L-sorbosone 2,6-lactone	NIL	InChI=1S/C6H10O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h2-5,8-11H,1H2	C(=O)C1(O)(C(O)C(O)C(O)CO1)	-105.41881
CPD-8064	1-<i>O</i>-methyl-<i>muco</i>-inositol	NIL	InChI=1S/C7H14O6/c1-13-7-5(11)3(9)2(8)4(10)6(7)12/h2-12H,1H3/t2-,3-,4+,5-,6+,7+	COC1(C(C(C(C(C1O)O)O)O)O)	-61.514317
CPD-15589	6-deoxy-L-talose	NIL	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3+,4+,5+,6?/m0/s1	CC1(OC(O)C(O)C(O)C(O)1)	-58.79656
CPD-9149	5-methyl-picolinate	NIL	InChI=1S/C7H7NO2/c1-5-2-3-6(7(9)10)8-4-5/h2-4H,1H3,(H,9,10)/p-1	CC1(C=CC(=NC=1)C([O-])=O)	2.4546611
CPD-8056	L-quebrachitol	C08257	InChI=1S/C7H14O6/c1-13-7-5(11)3(9)2(8)4(10)6(7)12/h2-12H,1H3/t2-,3-,4-,5+,6+,7-/m0/s1	COC1(C(C(C(C(C1O)O)O)O)O)	-61.514317
CPD0-1297	2-deoxy-2-fluoro-&beta;-D-galactopyranosyl fluoride	NIL	InChI=1S/C6H11FO5/c7-3-5(10)4(9)2(1-8)12-6(3)11/h2-6,8-11H,1H2/t2-,3-,4+,5-,6-/m1/s1	C(O)C1(OC(O)C(F)C(O)C(O)1)	-63.797684
CPD-721	3-<i>O</i>-methylgallate	C05616	InChI=1S/C8H8O5/c1-13-6-3-4(8(11)12)2-5(9)7(6)10/h2-3,9-10H,1H3,(H,11,12)/p-1	COC1(=C(C(=CC(=C1)C([O-])=O)O)O)	-85.25422
CPD-11853	5-carboxyvanillate	NIL	InChI=1S/C9H8O6/c1-15-6-3-4(8(11)12)2-5(7(6)10)9(13)14/h2-3,10H,1H3,(H,11,12)(H,13,14)/p-2	C(=O)([O-])C1(C=C(C=C(OC)C(O)=1)C(=O)[O-])	-139.61153
CPD-110	salicylate	C00805	InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)/p-1	C(C1(=CC=CC=C1O))([O-])=O	-41.486458
CPD-20857	3,4-dimethoxybenzoate	NIL	InChI=1S/C9H10O4/c1-12-7-4-3-6(9(10)11)5-8(7)13-2/h3-5H,1-2H3,(H,10,11)/p-1	COC1(=CC=C(C=C1OC)C(=O)[O-])	-10.58197
2-3-DIHYDROXYBENZOATE	2,3-dihydroxybenzoate	C00196	InChI=1S/C7H6O4/c8-5-3-1-2-4(6(5)9)7(10)11/h1-3,8-9H,(H,10,11)/p-1	C(C1(=CC=CC(=C1O)O))([O-])=O	-80.96645
CPD-9446	1,5-anhydro-D-mannitol	C16538	InChI=1S/C6H12O5/c7-1-4-6(10)5(9)3(8)2-11-4/h3-10H,1-2H2/t3-,4-,5-,6-/m1/s1	C(O)C1(OCC(O)C(O)C(O)1)	-55.186558
VANILLATE	vanillate	C06672	InChI=1S/C8H8O4/c1-12-7-4-5(8(10)11)2-3-6(7)9/h2-4,9H,1H3,(H,10,11)/p-1	COC1(=CC(=CC=C(O)1)C(=O)[O-])	-45.77422
CPD0-1300	D-galactal	NIL	InChI=1S/C6H10O4/c7-3-5-6(9)4(8)1-2-10-5/h1-2,4-9H,3H2/t4-,5-,6-/m1/s1	C1(OC(CO)C(O)C(O)C=1)	-25.3288
DIHYDROXYACETONE	dihydroxyacetone	C00184	InChI=1S/C3H6O3/c4-1-3(6)2-5/h4-5H,1-2H2	C(C(CO)=O)O	-44.77328
3-4-DIHYDROXYBENZOATE	protocatechuate	C00230	InChI=1S/C7H6O4/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3,8-9H,(H,10,11)/p-1	C(C1(C=C(C(=CC=1)O)O))(=O)[O-]	-80.96645
CPD0-2489	2-hydroxy-3-nitropropionate	NIL	InChI=1S/C3H5NO5/c5-2(3(6)7)1-4(8)9/h2,5H,1H2,(H,6,7)/p-1	C([N+](=O)[O-])C(O)C(=O)[O-]	-142.72757
CPD-8148	nitrocyclopentane	NIL	InChI=1S/C5H9NO2/c7-6(8)5-3-1-2-4-5/h5H,1-4H2	C1(CC(CC1)[N+](=O)[O-])	44.400093
CPD-18109	4-methyl-3-nitrocatechol	NIL	InChI=1S/C7H7NO4/c1-4-2-3-5(9)7(10)6(4)8(11)12/h2-3,9-10H,1H3	CC1(C([N+](=O)[O-])=C(C(=CC=1)O)O)	-42.692158
CPD-146	2-mononitroglycerol	NIL	InChI=1S/C3H7NO5/c5-1-3(2-6)9-4(7)8/h3,5-6H,1-2H2	C(O)C(O[N+]([O-])=O)CO	-91.58216
HEXANOATE	hexanoate	C01585	InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)/p-1	CCCCCC([O-])=O	32.37026
CPD-145	1,3-dinitroglycerol	NIL	InChI=1S/C3H6N2O7/c6-3(1-11-4(7)8)2-12-5(9)10/h3,6H,1-2H2	C(O[N+](=O)[O-])C(O)CO[N+](=O)[O-]	-149.15329
CPD-12696	5-nitrosalicylate	NIL	InChI=1S/C7H5NO5/c9-6-2-1-4(8(12)13)3-5(6)7(10)11/h1-3,9H,(H,10,11)/p-1	C(C1(C=C([N+](=O)[O-])C=CC=1O))([O-])=O	-115.33758
CPD-8505	nonanoate	C01601	InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)/p-1	CCCCCCCCC([O-])=O	98.88699
3-NITROBENZYL-ALCOHOL	3-nitrobenzyl alcohol	NIL	InChI=1S/C7H7NO3/c9-5-6-2-1-3-7(4-6)8(10)11/h1-4,9H,5H2	C(C1(=CC(=CC=C1)[N+](=O)[O-]))O	0.037842683
CPD-195	octanoate	C06423	InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)/p-1	CCCCCCCC(=O)[O-]	76.72475
CPD-7619	heptanoate	NIL	InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)/p-1	CCCCCCC(=O)[O-]	54.562508
VALERATE	pentanoate	C00803	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/p-1	CCCCC(=O)[O-]	9.828032
CPD-17566	2,4,6-trinitrophenol	NIL	InChI=1S/C6H3N3O7/c10-6-4(8(13)14)1-3(7(11)12)2-5(6)9(15)16/h1-2,10H/p-1	C1(=C([N+]([O-])=O)C(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[O-])	-171.70982
CPD-143	nitroglycerin	c07455	InChI=1S/C3H5N3O9/c7-4(8)13-1-3(15-6(11)12)2-14-5(9)10/h3H,1-2H2	C(O[N+](=O)[O-])C(O[N+]([O-])=O)CO[N+](=O)[O-]	-206.7244
BUTYRIC_ACID	butanoate	C00246	InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)/p-1	CCCC(=O)[O-]	-12.694215
246-TRINITROBENZENE	2,4,6-trinitrobenzene	NIL	InChI=1S/C6H3N3O6/c10-7(11)4-1-5(8(12)13)3-6(2-4)9(14)15/h1-3H	C1(C(=CC(=CC=1[N+]([O-])=O)[N+]([O-])=O)[N+](=O)[O-])	-130.34665
CPD-9144	2-hydroxy-5-nitropenta-2,4-dienoate	NIL	InChI=1S/C5H5NO5/c7-4(5(8)9)2-1-3-6(10)11/h1-3,7H,(H,8,9)/p-1/b3-1+,4-2+	C(=CC=C(C(=O)[O-])O)[N+](=O)[O-]	-101.69758
CPD-8179	2,4-dinitrophenol	C02496	InChI=1S/C6H4N2O5/c9-6-2-1-4(7(10)11)3-5(6)8(12)13/h1-3,9H/p-1	C1(=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[O-])	-97.8587
CPD-702	4-nitrobenzyl alcohol	NIL	InChI=1S/C7H7NO3/c9-5-6-1-3-7(4-2-6)8(10)11/h1-4,9H,5H2	C(O)C1(C=CC(=CC=1)[N+]([O-])=O)	0.037842683
CPD-158	4-nitrocatechol	C02235	InChI=1S/C6H5NO4/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3,8-9H	C1(=CC(=C(C=C1[N+]([O-])=O)O)O)	-61.604393
CPD-20063	6-methylheptanoate	NIL	InChI=1S/C8H16O2/c1-7(2)5-3-4-6-8(9)10/h7H,3-6H2,1-2H3,(H,9,10)/p-1	CC(CCCCC(=O)[O-])C	74.91475
2K-4CH3-PENTANOATE	4-methyl-2-oxopentanoate	C00233	InChI=1S/C6H10O3/c1-4(2)3-5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)/p-1	CC(C)CC(C([O-])=O)=O	-17.51197
CPD-21088	3-hydroxy-4-methylheptanoate	NIL	InChI=1S/C8H16O3/c1-3-4-6(2)7(9)5-8(10)11/h6-7,9H,3-5H2,1-2H3,(H,10,11)/p-1	CCCC(C)C(O)CC([O-])=O	36.874744
CPD-20278	3-methylpentanoate	NIL	InChI=1S/C6H12O2/c1-3-5(2)4-6(7)8/h5H,3-4H2,1-2H3,(H,7,8)/p-1	CCC(C)CC([O-])=O	30.59026
CPD-16443	6-methyloctanoate	NIL	InChI=1S/C9H18O2/c1-3-8(2)6-4-5-7-9(10)11/h8H,3-7H2,1-2H3,(H,10,11)/p-1	CCC(C)CCCCC(=O)[O-]	97.07699
CPD-8149	2-nitroethanol	NIL	InChI=1S/C2H4NO3/c4-2-1-3(5)6/h1,4H,2H2/q-1	C([C-][N+](=O)[O-])O	-51.90758
CPD-20282	5-methylhexanoate	NIL	InChI=1S/C7H14O2/c1-6(2)4-3-5-7(8)9/h6H,3-5H2,1-2H3,(H,8,9)/p-1	CC(C)CCCC([O-])=O	52.75251
CPD-15181	4-nitro-6-oxohepta-2,4-dienedioate	NIL	InChI=1S/C7H5NO7/c9-5(7(12)13)3-4(8(14)15)1-2-6(10)11/h1-3H,(H,10,11)(H,12,13)/p-2/b2-1+,4-3-	C(C=CC([N+]([O-])=O)=CC(=O)C(=O)[O-])(=O)[O-]	-180.44487
CPD-17493	isocaproate	NIL	InChI=1S/C6H12O2/c1-5(2)3-4-6(7)8/h5H,3-4H2,1-2H3,(H,7,8)/p-1	CC(C)CCC([O-])=O	30.59026
TETRANITROMETHANE	tetranitromethane	C19300	InChI=1S/CN4O8/c6-2(7)1(3(8)9,4(10)11)5(12)13	C([N+]([O-])=O)([N+]([O-])=O)([N+](=O)[O-])[N+]([O-])=O	-255.28001
CPD-8139	nitrocyclohexane	NIL	InChI=1S/C6H11NO2/c8-7(9)6-4-2-1-3-5-6/h6H,1-5H2	C1(CCC([N+]([O-])=O)CC1)	68.12232
CPD-21050	(2<i>Z</i>,4<i>E</i>)-4-amino-6-oxohepta-2,4-dienedioate	NIL	InChI=1S/C7H7NO5/c8-4(1-2-6(10)11)3-5(9)7(12)13/h1-3H,8H2,(H,10,11)(H,12,13)/p-1/b2-1-,4-3+	C(C=CC([N+])=CC(=O)C(=O)[O-])(=O)[O-]	-89.34534
CPD-21087	3-hydroxy-4-methylhexanoate	NIL	InChI=1S/C7H14O3/c1-3-5(2)6(8)4-7(9)10/h5-6,8H,3-4H2,1-2H3,(H,9,10)/p-1	CCC(C)C(O)CC([O-])=O	14.712501
CPD-147	1-mononitroglycerol	NIL	InChI=1S/C3H7NO5/c5-1-3(6)2-9-4(7)8/h3,5-6H,1-2H2/t3-/m0/s1	C(O[N+](=O)[O-])C(O)CO	-91.58216
4-NITROQUINOLINE-N-OXIDE	4-nitroquinoline-<i>N</i>-oxide	C03474	InChI=1S/C9H6N2O3/c12-10-6-5-9(11(13)14)7-3-1-2-4-8(7)10/h1-6H	C2(=N(=O)C1(C=CC=CC=1C(=C2)[N+]([O-])=O))	13.406721
CPD-21093	3-hydroxy-3-methylheptanoate	NIL	InChI=1S/C8H16O3/c1-3-4-5-8(2,11)6-7(9)10/h11H,3-6H2,1-2H3,(H,9,10)/p-1	CCCCC(C)(O)CC([O-])=O	35.454735
CPD-21089	3-hydroxy-4-methyloctanoate	NIL	InChI=1S/C9H18O3/c1-3-4-5-7(2)8(10)6-9(11)12/h7-8,10H,3-6H2,1-2H3,(H,11,12)/p-1	CCCCC(C)C(O)CC([O-])=O	59.036987
CPD-19635	valproate	NIL	InChI=1S/C8H16O2/c1-3-5-7(6-4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)/p-1	CCCC(CCC)C([O-])=O	74.91475
CPD-21105	4-ethylheptanoate	NIL	InChI=1S/C9H18O2/c1-3-5-8(4-2)6-7-9(10)11/h8H,3-7H2,1-2H3,(H,10,11)/p-1	CCCC(CC)CCC([O-])=O	97.07699
CPD-17572	O-[5-nitro-3-(oxidonitroso)-2-oxocyclohexylidenenitroso]oxidanidolate	NIL	InChI=1S/C6H5N3O7/c10-6-4(8(13)14)1-3(7(11)12)2-5(6)9(15)16/h3H,1-2H2/q-2	C1(C(=N([O-])=O)C(C(CC1[N+](=O)[O-])=N(=O)[O-])=O)	-145.21265
CPD-21094	3-hydroxy-3-methyloctanoate	NIL	InChI=1S/C9H18O3/c1-3-4-5-6-9(2,12)7-8(10)11/h12H,3-7H2,1-2H3,(H,10,11)/p-1	CCCCCC(C)(O)CC([O-])=O	57.616993
3-NITROTOLUENE	3-nitrotoluene	C19486	InChI=1S/C7H7NO2/c1-6-3-2-4-7(5-6)8(9)10/h2-5H,1H3	CC1(=CC(=CC=C1)[N+]([O-])=O)	36.26784
CPD-20065	3-hydroxy-6-methyloctanoate	NIL	InChI=1S/C9H18O3/c1-3-7(2)4-5-8(10)6-9(11)12/h7-8,10H,3-6H2,1-2H3,(H,11,12)/p-1	CCC(C)CCC(O)CC(=O)[O-]	59.036987
P-NITROPHENOL	4-nitrophenol	C00870	InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H/p-1	C1(C=C([O-])C=CC=1[N+](=O)[O-])	-24.007578
CPD-8983	1-fluoro-2,4-dinitrobenzene	NIL	InChI=1S/C6H3FN2O4/c7-5-2-1-4(8(10)11)3-6(5)9(12)13/h1-3H	C1(C([N+](=O)[O-])=CC([N+](=O)[O-])=C(F)C=1)	-107.74664
CPD-7368	4-hydroxy-3-nitrobenzaldehyde	NIL	InChI=1S/C7H5NO4/c9-4-5-1-2-7(10)6(3-5)8(11)12/h1-4,10H	C(C1(C=CC(=C(C=1)[N+](=O)[O-])O))=O	-52.054405
CPD-17567	O-[3-nitro-5-(oxidonitroso)-4-oxocyclohex-2-en-1-ylidenenitroso]oxidanidolate	NIL	InChI=1S/C6H3N3O7/c10-6-4(8(13)14)1-3(7(11)12)2-5(6)9(15)16/h1H,2H2/q-2	C1(=C([N+]([O-])=O)C(C(CC1=N(=O)[O-])=N(=O)[O-])=O)	-169.13487
CPD-14345	4-nitroanthranilate	NIL	InChI=1S/C7H6N2O4/c8-6-3-4(9(12)13)1-2-5(6)7(10)11/h1-3H,8H2,(H,10,11)	C(=O)([O-])C1(=CC=C([N+](=O)[O-])C=C([N+])1)	-59.233284
3-NITROACRYLATE	3-nitroacrylate	C02231	InChI=1S/C3H3NO4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)/p-1/b2-1+	C(=CC(=O)[O-])[N+](=O)[O-]	-104.419815
DINITROPHENYLHYDRAZINE	dinitrophenylhydrazine	C11283	InChI=1S/C6H6N4O4/c7-8-5-2-1-4(9(11)12)3-6(5)10(13)14/h1-3,8H,7H2	C1(C=C(NN)C(=CC=1[N+]([O-])=O)[N+](=O)[O-])	-21.393278
CPD-8877	5-nitrosalicylaldehyde	NIL	InChI=1S/C7H5NO4/c9-4-5-3-6(8(11)12)1-2-7(5)10/h1-4,10H/p-1	C(C1(C=C(C=CC=1[O-])[N+](=O)[O-]))=O	-53.937576
CPD-703	4-nitrobenzaldehyde	NIL	InChI=1S/C7H5NO3/c9-5-6-1-3-7(4-2-6)8(10)11/h1-5H	C(=O)C1(C=CC(=CC=1)[N+]([O-])=O)	-12.574401
13-DINITROBENZENE	1,3-dinitrobenzene	NIL	InChI=1S/C6H4N2O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H	C1(C=C(C=C(C=1)[N+](=O)[O-])[N+](=O)[O-])	-56.495518
CPD-9142	3-methyl-4-nitrocatechol	NIL	InChI=1S/C7H7NO4/c1-4-5(8(11)12)2-3-6(9)7(4)10/h2-3,9-10H,1H3	CC1(C(=C(C=CC=1[N+](=O)[O-])O)O)	-42.692158
CPD-8150	2-nitro-1-propanol	NIL	InChI=1S/C3H7NO3/c1-3(2-5)4(6)7/h3,5H,2H2,1H3	CC(CO)[N+]([O-])=O	-32.15216
CPD-18111	4-methyl-6-nitrocatechol	NIL	InChI=1S/C7H7NO4/c1-4-2-5(8(11)12)7(10)6(9)3-4/h2-3,9-10H,1H3	CC1(C=C([N+](=O)[O-])C(=C(C=1)O)O)	-42.692158
CPD-9134	4-methyl-5-nitrocatechol	C18315	InChI=1S/C7H7NO4/c1-4-2-6(9)7(10)3-5(4)8(11)12/h2-3,9-10H,1H3	CC1(C([N+](=O)[O-])=CC(=C(C=1)O)O)	-42.692158
CPD-8147	3-nitropropanoate	C05669	InChI=1S/C3H5NO4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)/p-1	C(CC[N+](=O)[O-])(=O)[O-]	-104.687584
CPD-18108	2,3-dinitrotoluene	NIL	InChI=1S/C7H6N2O4/c1-5-3-2-4-6(8(10)11)7(5)9(12)13/h2-4H,1H3	CC1(C([N+]([O-])=O)=C(C=CC=1)[N+]([O-])=O)	-37.58328
CPD-102	6-hydroxyhexanoate	C06103	InChI=1S/C6H12O3/c7-5-3-1-2-4-6(8)9/h7H,1-5H2,(H,8,9)/p-1	C(CCO)CCC(=O)[O-]	-3.829741
PNP-PROPIONATE	4-nitrophenyl propanoate	NIL	InChI=1S/C9H9NO4/c1-2-9(11)14-8-5-3-7(4-6-8)10(12)13/h3-6H,2H2,1H3	CCC(=O)OC1(C=CC([N+]([O-])=O)=CC=1)	-16.869907
CPD-8128	3-nitro-2-pentanol	NIL	InChI=1S/C5H11NO3/c1-3-5(4(2)7)6(8)9/h4-5,7H,3H2,1-2H3	CCC([N+](=O)[O-])C(C)O	10.362317
CPD-17575	2-nitrocyclohexan-1-one	NIL	InChI=1S/C6H9NO3/c8-6-4-2-1-3-5(6)7(9)10/h5H,1-4H2	C1(CCC(C(C1)[N+](=O)[O-])=O)	14.300096
L-THREONATE	L-threonate	C01620	InChI=1S/C4H8O5/c5-1-2(6)3(7)4(8)9/h2-3,5-7H,1H2,(H,8,9)/p-1/t2-,3+/m0/s1	C(C(C(C(=O)[O-])O)O)O	-124.23424
4-NITROANILINE	4-nitroaniline	C02126	InChI=1S/C6H6N2O2/c7-5-1-3-6(4-2-5)8(9)10/h1-4H,7H2/p+1	C1(=C(C=CC(=C1)[N+]([O-])=O)[N+])	33.35578
CPD-19884	3-dehydro-L-erythronate	NIL	InChI=1S/C4H6O5/c5-1-2(6)3(7)4(8)9/h3,5,7H,1H2,(H,8,9)/p-1/t3-/m0/s1	C(C(C(C(=O)[O-])O)=O)O	-136.75645
P-NITROPHENYL-ACETATE	p-nitrophenyl acetate	NIL	InChI=1S/C8H7NO4/c1-6(10)13-8-4-2-7(3-5-8)9(11)12/h2-5H,1H3	CC(=O)OC1(=CC=C(C=C1)[N+]([O-])=O)	-39.03216
CPD-19877	D-erythronate	NIL	InChI=1S/C4H8O5/c5-1-2(6)3(7)4(8)9/h2-3,5-7H,1H2,(H,8,9)/p-1/t2-,3-/m1/s1	C(O)C(O)C(O)C([O-])=O	-124.23424
N-NITROARGININE	<i>N</i>-nitro-L-arginine	C03417	InChI=1S/C6H13N5O4/c7-4(5(12)13)2-1-3-9-6(8)10-11(14)15/h4H,1-3,7H2,(H,12,13)(H3,8,9,10)/t4-/m0/s1	C(CN=C(N)N[N+](=O)[O-])CC(C(=O)[O-])[N+]	16.754564
CPD-20046	L-erythronate	NIL	InChI=1S/C4H8O5/c5-1-2(6)3(7)4(8)9/h2-3,5-7H,1H2,(H,8,9)/p-1/t2-,3-/m0/s1	C(O)C(O)C(O)C([O-])=O	-124.23424
CPD-19882	2-dehydro-L-erythronate	NIL	InChI=1S/C4H6O5/c5-1-2(6)3(7)4(8)9/h2,5-6H,1H2,(H,8,9)/p-1/t2-/m0/s1	C(C(C(C(=O)[O-])=O)O)O	-134.29646
CPD-9059	2-nitrobenzaldehyde	NIL	InChI=1S/C7H5NO3/c9-5-6-3-1-2-4-7(6)8(10)11/h1-5H	[CH](=O)C1(C=CC=CC([N+](=O)[O-])=1)	-12.574401
CPD-363	3-dehydro-D-erythronate	C03064	InChI=1S/C4H6O5/c5-1-2(6)3(7)4(8)9/h3,5,7H,1H2,(H,8,9)/p-1/t3-/m1/s1	C(O)C(=O)C(O)C(=O)[O-]	-136.75645
CPD-19883	2-dehydro-D-erythronate	NIL	InChI=1S/C4H6O5/c5-1-2(6)3(7)4(8)9/h2,5-6H,1H2,(H,8,9)/p-1/t2-/m1/s1	C(C(C(C(=O)[O-])=O)O)O	-134.29646
CPD-19609	2-(2,6-dinitrophenoxy)-propanoate	NIL	InChI=1S/C9H8N2O7/c1-5(9(12)13)18-8-6(10(14)15)3-2-4-7(8)11(16)17/h2-5H,1H3,(H,12,13)/p-1	CC(OC1(C([N+]([O-])=O)=CC=CC([N+]([O-])=O)=1))C(=O)[O-]	-128.84422
CPD-19876	D-threonate	NIL	InChI=1S/C4H8O5/c5-1-2(6)3(7)4(8)9/h2-3,5-7H,1H2,(H,8,9)/p-1/t2-,3+/m1/s1	C(O)C(O)C(O)C([O-])=O	-124.23424
CPD-17568	2,4-dinitrocyclohexan-1-one	NIL	InChI=1S/C6H8N2O5/c9-6-2-1-4(7(10)11)3-5(6)8(12)13/h4-5H,1-3H2	C1(CC(C(CC([N+]([O-])=O)1)[N+](=O)[O-])=O)	-59.911034
CPD-144	1,2-dinitroglycerol	NIL	InChI=1S/C3H6N2O7/c6-1-3(12-5(9)10)2-11-4(7)8/h3,6H,1-2H2/t3-/m0/s1	C(O[N+](=O)[O-])C(O[N+](=O)[O-])CO	-149.15329
CPD-12695	5-nitroanthranilate	NIL	InChI=1S/C7H6N2O4/c8-6-2-1-4(9(12)13)3-5(6)7(10)11/h1-3H,8H2,(H,10,11)/p-1	C(=O)([O-])C1(=CC([N+](=O)[O-])=CC=C(N)1)	-61.526466
3-NITROBENZALDEHYDE	3-nitrobenzaldehyde	NIL	InChI=1S/C7H5NO3/c9-5-6-2-1-3-7(4-6)8(10)11/h1-5H	C(C1(=CC(=CC=C1)[N+]([O-])=O))=O	-12.574401
CPD-16715	2-deoxy-ribonate	NIL	InChI=1S/C5H10O5/c6-2-1-3(7)4(8)5(9)10/h3-4,6-8H,1-2H2,(H,9,10)/p-1	C(CO)C(C(C(=O)[O-])O)O	-102.07197
CPD-8878	2,4-dinitrophenyl propanoate	NIL	InChI=1S/C9H8N2O6/c1-2-9(12)17-8-4-3-6(10(13)14)5-7(8)11(15)16/h3-5H,2H2,1H3	CCC(=O)OC1(=C([N+](=O)[O-])C=C([N+](=O)[O-])C=C1)	-90.72104
CIS-P-COUMARATE	<i>cis</i>-p-coumarate	C06738	InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)/p-1/b6-3-	C1(C=C(O)C=CC(C=CC(=O)[O-])=1)	-0.16421776
CPD-17565	O-[5-(oxidonitroso)-4-oxocyclohex-2-en-1-ylidenenitroso]oxidanidolate	NIL	InChI=1S/C6H4N2O5/c9-6-2-1-4(7(10)11)3-5(6)8(12)13/h1-2H,3H2/q-2	C1(=CC(C(CC1=N(=O)[O-])=N(=O)[O-])=O)	-84.80376
2-NITROTOLUENE	2-nitrotoluene	C19597	InChI=1S/C7H7NO2/c1-6-4-2-3-5-7(6)8(9)10/h2-5H,1H3	CC1(=C(C=CC=C1)[N+](=O)[O-])	36.26784
DINITRO-4-HYDROXYPHENYLPYRUVATE	dinitro-4-hydroxyphenylpyruvate	C04286	InChI=1S/C9H6N2O8/c12-7(9(14)15)3-4-1-5(10(16)17)8(13)6(2-4)11(18)19/h1-2,13H,3H2,(H,14,15)/p-1	C(=O)([O-])C(=O)CC1(C=C([N+]([O-])=O)C(O)=C([N+](=O)[O-])C=1)	-191.41647
CPD-9143	2-hydroxy-5-nitro-6-oxohepta-2,4-dienoate	NIL	InChI=1S/C7H7NO6/c1-4(9)5(8(13)14)2-3-6(10)7(11)12/h2-3,10H,1H3,(H,11,12)/p-1/b5-2+,6-3+	CC(=O)C([N+]([O-])=O)=CC=C(O)C([O-])=O	-111.85534
CPD-8151	3-nitro-2-butanol	NIL	InChI=1S/C4H9NO3/c1-3(4(2)6)5(7)8/h3-4,6H,1-2H3	CC(C(C)O)[N+](=O)[O-]	-11.7999115
CPD-701	4-nitrotoluene	C14394	InChI=1S/C7H7NO2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3	CC1(C=CC(=CC=1)[N+](=O)[O-])	36.26784
CPD-18112	1,4-dinitrobenzene	NIL	InChI=1S/C6H4N2O4/c9-7(10)5-1-2-6(4-3-5)8(11)12/h1-4H	C1(C=C(C=CC([N+](=O)[O-])=1)[N+](=O)[O-])	-56.495518
CPD-1541	hyponitrous acid	C01818	InChI=1S/H2N2O2/c3-1-2-4/h(H,1,4)(H,2,3)	N(O)=NO	-62.457756
CPD-21091	(Z)-4-methyloct-3-enoate	NIL	InChI=1S/C9H16O2/c1-3-4-5-8(2)6-7-9(10)11/h6H,3-5,7H2,1-2H3,(H,10,11)/p-1/b8-6-	CCCCC(C)=CCC([O-])=O	98.334755
CPD-19573	(2S)-2-aminohex-4-ynoate	NIL	InChI=1S/C6H9NO2/c1-2-3-4-5(7)6(8)9/h5H,4,7H2,1H3,(H,8,9)/t5-/m0/s1	CC#CCC([N+])C([O-])=O	89.340096
CPD-21092	(<i>E</i>)-4-methyloct-3-enoate	NIL	InChI=1S/C9H16O2/c1-3-4-5-8(2)6-7-9(10)11/h6H,3-5,7H2,1-2H3,(H,10,11)/p-1/b8-6+	CCCCC(C)=CCC([O-])=O	98.334755
CPD-20689	3-pentenoate	NIL	InChI=1S/C5H8O2/c1-2-3-4-5(6)7/h2-3H,4H2,1H3,(H,6,7)/p-1/b3-2+	CC=CCC(=O)[O-]	12.055782
CPD-17686	5-hexenoate	NIL	InChI=1S/C6H10O2/c1-2-3-4-5-6(7)8/h2H,1,3-5H2,(H,7,8)/p-1	C=CCCCC([O-])=O	33.558033
